user_id,country,age,signup_date,subscription_type,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day
26126,Germany,19,2023-02-09,Free,Active,1,0,No,No,4,14.65,Bollywood,Daily Mix,Vocal Remover,Smart Speaker,10,15
17096,South Africa,22,2024-02-26,Premium Individual,Active,1,0,No,No,1,7.45,Bollywood,Radio,AI DJ,Mobile,12,10
5855,Kenya,46,2022-10-18,Free,Active,3,1,No,No,4,4.35,Lo-fi,Offline Mode,Mood-based Auto Playlists,Smart Speaker,4,14
43397,Japan,49,2024-05-15,Student,Active,4,1,Yes,No,3,8.97,Techno,Discover Weekly,VR Concert Experience,Mobile,3,10
36602,Brazil,27,2024-04-24,Free,Active,2,0,No,No,4,9.19,Classical,Daily Mix,HiFi Audio,Car System,6,9
8657,South Korea,58,2019-01-29,Free,Active,0,0,Yes,Yes,3,4.8,Funk,Daily Mix,Offline Party Mode,Smart Speaker,13,6
5555,France,41,2020-01-19,Free,Active,0,0,No,No,5,15.12,R&B,Discover Weekly,Mood-based Auto Playlists,Car System,9,10
34366,Brazil,56,2018-04-25,Free,Active,3,1,No,No,3,3.57,Punk,Podcasts,Offline Party Mode,Mobile,5,8
27972,Brazil,30,2023-03-02,Free,Active,3,1,No,No,5,11.3,Funk,Podcasts,HiFi Audio,Desktop,8,8
29554,Colombia,39,2024-05-02,Premium Duo,Active,0,0,Yes,No,3,14.44,Classical,Lyrics,Lyrics Translation,Tablet,12,10
9930,Russia,32,2022-03-02,Premium Family,Active,0,0,No,No,4,13.71,Indie,Discover Weekly,Music History Analytics,Mobile,10,9
3654,Netherlands,50,2021-07-06,Free,Active,1,0,No,No,3,6.33,Jazz,Offline Mode,Offline Party Mode,Car System,7,10
3630,Germany,43,2020-01-23,Premium Individual,Active,0,0,Yes,No,2,9.78,J-Pop,Offline Mode,AI DJ,Desktop,10,9
30680,Brazil,51,2022-04-23,Premium Individual,Inactive,5,1,No,No,2,11.04,Synthwave,Playlists,Lyrics Translation,Desktop,6,7
11575,Japan,25,2020-03-02,Premium Individual,Active,1,0,No,No,2,12.91,Country,Lyrics,AI DJ,Car System,4,13
15672,Thailand,16,2020-02-22,Premium Individual,Active,0,0,No,No,5,9.0,Afrobeat,Playlists,Lyrics Translation,Mobile,10,17
27508,Nigeria,26,2026-05-12,Premium Duo,Active,1,0,No,No,5,4.56,Indie,Playlists,Social Listening,Tablet,11,11
37796,Nigeria,34,2024-08-02,Premium Duo,Active,0,0,Yes,No,5,6.64,Indie,Discover Weekly,Offline Party Mode,Mobile,8,8
41728,Egypt,19,2021-05-20,Free,Active,0,0,Yes,No,4,13.33,Indie,Playlists,Better AI Recommendations,Car System,11,8
29153,South Africa,46,2023-11-30,Premium Individual,Active,0,0,No,No,2,13.35,Bollywood,AI DJ,HiFi Audio,Desktop,5,11
10343,India,32,2019-09-12,Free,Active,1,0,No,No,5,10.25,Ambient,AI DJ,HiFi Audio,Mobile,9,11
4249,Netherlands,39,2020-08-20,Premium Duo,Active,0,0,Yes,No,5,10.75,Blues,AI DJ,Mood-based Auto Playlists,Car System,11,11
11500,Saudi Arabia,45,2024-04-21,Free,Active,8,1,No,No,4,13.63,Classical,AI DJ,Mood-based Auto Playlists,Mobile,9,11
33028,Philippines,34,2020-03-20,Premium Individual,Active,0,0,No,No,3,11.67,Country,Radio,Song Identification,Tablet,11,11
22438,South Africa,55,2024-02-20,Premium Individual,Active,0,0,No,No,4,2.39,Country,Discover Weekly,VR Concert Experience,Desktop,4,9
18670,Colombia,30,2020-01-28,Free,Active,1,0,No,No,4,13.82,K-Pop,Discover Weekly,AI DJ,Mobile,5,12
39760,Japan,28,2019-01-13,Premium Duo,Active,0,0,No,No,2,10.51,Lo-fi,Daily Mix,AI DJ,Desktop,7,6
15725,Egypt,50,2024-02-07,Free,Active,1,0,No,No,3,5.78,Ambient,Radio,Mood-based Auto Playlists,Mobile,3,6
11390,Nigeria,51,2024-08-24,Free,Active,1,0,No,No,1,10.24,Synthwave,Radio,HiFi Audio,Mobile,9,7
21769,Mexico,38,2026-05-23,Free,Active,1,0,No,No,5,9.4,Blues,Daily Mix,Better AI Recommendations,Mobile,8,9
25383,Canada,27,2023-07-26,Premium Individual,Active,2,0,Yes,No,5,7.3,Bollywood,Discover Weekly,Mood-based Auto Playlists,Mobile,11,8
46692,Brazil,59,2020-05-02,Premium Individual,Active,1,0,Yes,No,2,10.37,Pop,Lyrics,Offline Party Mode,Mobile,10,10
36151,Saudi Arabia,23,2018-07-13,Free,Inactive,3,1,No,No,2,6.55,Jazz,Radio,Better AI Recommendations,Mobile,11,10
13091,Egypt,52,2018-09-18,Premium Family,Inactive,3,1,No,No,4,5.88,R&B,Daily Mix,Offline Party Mode,Mobile,5,5
19474,South Africa,60,2021-06-12,Free,Active,0,0,No,No,4,14.8,Country,Lyrics,Concert Alerts,Tablet,5,16
7864,USA,57,2018-10-15,Student,Active,0,0,No,No,3,8.62,Punk,Playlists,Mood-based Auto Playlists,Desktop,3,15
46400,Nigeria,21,2023-05-09,Free,Active,2,0,Yes,No,3,5.15,Latin,AI DJ,Concert Alerts,Desktop,7,10
15552,Mexico,20,2022-09-08,Premium Individual,Active,2,0,No,No,5,15.93,Synthwave,AI DJ,Better AI Recommendations,Desktop,12,13
3915,Philippines,22,2020-02-05,Free,Active,3,1,No,No,5,5.19,Blues,Lyrics,Better AI Recommendations,Desktop,4,18
14318,Egypt,32,2018-01-04,Free,Active,0,0,Yes,No,3,1.77,Ambient,Offline Mode,Offline Party Mode,Mobile,8,13
29515,Russia,49,2023-01-26,Premium Individual,Active,0,0,No,No,3,14.88,Jazz,Playlists,Offline Party Mode,Smart Speaker,14,6
613,South Korea,35,2022-08-04,Premium Family,Active,0,0,No,No,3,7.43,Ambient,Offline Mode,Music History Analytics,Car System,9,9
39771,Netherlands,43,2019-10-29,Premium Individual,Active,0,0,No,No,1,10.41,Electronic,Offline Mode,HiFi Audio,Desktop,7,12
28571,Indonesia,41,2022-07-23,Free,Active,0,0,No,No,2,10.1,R&B,Lyrics,Offline Party Mode,Mobile,8,13
13524,Indonesia,33,2020-06-04,Premium Individual,Active,2,0,Yes,No,5,10.75,Indie,Discover Weekly,Better AI Recommendations,Mobile,8,11
31924,India,54,2023-01-19,Free,Active,4,1,No,No,4,16.71,Ambient,Radio,Social Listening,Smart Speaker,9,8
558,Sweden,18,2020-01-02,Free,Inactive,6,1,No,No,3,6.18,Classical,Podcasts,AI DJ,Mobile,7,2
5405,Germany,57,2024-07-19,Student,Active,0,0,No,No,5,9.72,Electronic,AI DJ,Better AI Recommendations,Car System,9,14
41265,Nigeria,25,2020-05-06,Free,Inactive,4,1,No,No,5,9.12,Hip-Hop,Discover Weekly,Vocal Remover,Desktop,7,8
12973,Egypt,46,2023-02-13,Premium Individual,Active,0,0,No,No,4,12.87,Blues,Playlists,Offline Party Mode,Mobile,8,12
32077,Nigeria,38,2020-11-24,Premium Family,Active,0,0,No,No,3,7.99,Hip-Hop,Podcasts,Offline Party Mode,Car System,3,12
3806,France,55,2023-11-30,Free,Active,1,0,Yes,No,5,8.7,Blues,Discover Weekly,AI DJ,Desktop,12,11
39654,China,26,2024-01-17,Premium Individual,Active,0,0,Yes,No,4,14.85,Hip-Hop,Offline Mode,VR Concert Experience,Smart Speaker,4,10
15535,Netherlands,40,2022-08-01,Free,Active,0,0,Yes,Yes,3,7.18,R&B,Discover Weekly,Mood-based Auto Playlists,Mobile,4,7
43767,Turkey,39,2020-09-26,Premium Individual,Active,0,0,No,No,4,10.0,Blues,Playlists,Mood-based Auto Playlists,Smart Speaker,5,9
30185,South Africa,50,2021-05-02,Premium Family,Active,2,0,No,No,3,5.64,Classical,Lyrics,Mood-based Auto Playlists,Mobile,11,9
40054,Norway,57,2024-08-24,Student,Active,0,0,No,No,2,11.68,Bollywood,Lyrics,Offline Party Mode,Tablet,4,15
21191,Egypt,47,2021-10-09,Free,Active,1,0,Yes,Yes,1,5.18,Classical,Podcasts,Better AI Recommendations,Car System,10,8
17245,Brazil,57,2020-05-23,Free,Active,0,0,No,No,2,13.49,Hip-Hop,Playlists,Mood-based Auto Playlists,Desktop,10,8
25753,Turkey,28,2021-03-06,Premium Family,Active,1,0,Yes,No,2,1.79,Blues,Podcasts,Vocal Remover,Mobile,13,11
10727,UK,53,2022-01-27,Free,Active,1,0,No,No,4,5.25,J-Pop,Offline Mode,Concert Alerts,Tablet,3,6
48053,Egypt,42,2021-08-08,Premium Individual,Active,0,0,No,No,3,4.86,Electronic,Offline Mode,AI DJ,Mobile,8,9
23196,Germany,49,2023-01-19,Free,Active,1,0,No,No,1,7.19,Blues,Radio,Mood-based Auto Playlists,Mobile,9,6
13764,Turkey,53,2018-12-09,Free,Active,2,0,No,No,4,6.33,Rock,Daily Mix,Offline Party Mode,Mobile,6,14
8031,South Africa,21,2024-07-25,Premium Family,Active,2,0,No,No,5,16.52,Pop,Daily Mix,Song Identification,Smart Speaker,7,11
10094,Thailand,52,2020-01-12,Free,Active,3,1,No,No,4,14.14,Funk,Podcasts,Concert Alerts,Desktop,3,6
33108,Mexico,38,2024-11-25,Free,Active,0,0,No,No,5,9.82,Classical,Radio,Concert Alerts,Mobile,9,11
47081,Russia,31,2020-03-12,Student,Active,2,0,No,No,5,7.0,Indie,Lyrics,HiFi Audio,Mobile,13,7
42405,Canada,47,2020-08-16,Premium Individual,Active,0,0,No,No,4,13.4,Jazz,Daily Mix,Vocal Remover,Mobile,8,7
11751,Nigeria,59,2020-02-24,Free,Active,3,1,Yes,Yes,3,14.92,Rock,Radio,Mood-based Auto Playlists,Mobile,10,7
31271,Indonesia,36,2020-10-24,Student,Active,0,0,Yes,No,4,6.41,Ambient,Radio,HiFi Audio,Mobile,13,6
23120,South Korea,36,2022-07-30,Free,Active,0,0,No,No,4,7.51,Techno,Podcasts,VR Concert Experience,Mobile,9,10
30845,Russia,37,2024-01-09,Student,Active,5,1,No,No,3,16.08,Ambient,Playlists,Lyrics Translation,Desktop,14,14
34203,Turkey,54,2018-01-27,Premium Individual,Inactive,3,1,No,No,3,4.34,Classical,Radio,HiFi Audio,Desktop,9,8
26095,Brazil,31,2020-01-26,Premium Individual,Active,2,0,Yes,No,3,8.34,Reggae,Radio,Vocal Remover,Mobile,11,13
6257,Kenya,23,2022-06-22,Premium Individual,Active,0,0,No,No,5,10.31,Techno,AI DJ,HiFi Audio,Mobile,12,10
9159,Philippines,25,2024-03-06,Free,Active,0,0,No,No,3,8.14,Pop,AI DJ,Offline Party Mode,Mobile,9,11
16287,South Korea,34,2018-12-15,Premium Individual,Active,0,0,No,No,3,7.56,Bollywood,Lyrics,Mood-based Auto Playlists,Car System,8,11
30679,South Africa,24,2020-01-22,Free,Active,2,0,No,No,3,8.57,Latin,Podcasts,Mood-based Auto Playlists,Mobile,5,14
43815,Nigeria,38,2021-03-19,Free,Active,0,0,Yes,Yes,3,13.56,Classical,Podcasts,Offline Party Mode,Desktop,11,12
17003,Egypt,42,2018-05-13,Free,Inactive,4,1,No,No,4,7.61,Techno,AI DJ,Mood-based Auto Playlists,Mobile,7,11
27170,Kenya,28,2024-11-22,Free,Inactive,4,1,Yes,Yes,4,8.09,Folk,Lyrics,Lyrics Translation,Mobile,9,11
16539,Germany,34,2021-06-27,Free,Active,1,0,Yes,No,3,6.43,Punk,Daily Mix,Concert Alerts,Mobile,14,11
36529,Netherlands,34,2024-03-01,Premium Individual,Active,1,0,No,No,4,14.87,Bollywood,Daily Mix,Better AI Recommendations,Car System,11,11
14623,Saudi Arabia,35,2026-11-30,Premium Family,Active,5,1,No,No,3,12.98,Jazz,Podcasts,Better AI Recommendations,Mobile,8,11
23433,Kenya,37,2021-05-29,Premium Individual,Active,3,1,No,No,3,8.22,Classical,Playlists,Offline Party Mode,Desktop,8,12
2742,South Korea,33,2018-07-15,Premium Family,Active,0,0,Yes,No,4,9.88,Reggae,Radio,Offline Party Mode,Mobile,6,12
30164,Colombia,43,2019-04-14,Premium Individual,Active,0,0,Yes,No,2,6.95,Ambient,AI DJ,Mood-based Auto Playlists,Mobile,7,10
48396,China,21,2022-06-09,Free,Active,0,0,No,No,4,4.26,Blues,Daily Mix,Offline Party Mode,Mobile,9,12
17455,Saudi Arabia,32,2020-06-27,Premium Individual,Active,1,0,No,No,1,11.88,Lo-fi,AI DJ,Offline Party Mode,Smart Speaker,7,10
3842,Turkey,24,2024-04-14,Free,Active,0,0,No,No,3,11.95,R&B,Radio,Concert Alerts,Car System,11,13
2350,Egypt,30,2023-04-06,Free,Active,1,0,No,No,5,10.83,Afrobeat,Discover Weekly,VR Concert Experience,Desktop,9,11
31902,Turkey,23,2025-06-24,Free,Active,2,0,No,No,3,10.1,Hip-Hop,Podcasts,AI DJ,Desktop,3,8
2718,Netherlands,46,2026-03-16,Premium Individual,Active,1,0,No,No,3,5.97,Punk,Playlists,Mood-based Auto Playlists,Desktop,12,8
21738,UK,42,2020-12-04,Premium Individual,Active,0,0,No,No,4,9.52,Classical,Offline Mode,Offline Party Mode,Tablet,7,9
19724,France,35,2018-12-12,Free,Active,0,0,No,No,3,11.98,Techno,Discover Weekly,AI DJ,Mobile,8,7
45604,Russia,31,2024-10-25,Free,Active,2,0,No,No,4,14.56,Techno,Discover Weekly,Concert Alerts,Car System,10,7
8556,Brazil,32,2021-03-27,Free,Inactive,7,1,No,No,1,13.43,Lo-fi,Playlists,Mood-based Auto Playlists,Desktop,4,17
5616,Sweden,35,2025-07-11,Free,Active,0,0,Yes,No,3,9.82,Rock,Playlists,Concert Alerts,Car System,8,15
26376,Indonesia,47,2020-07-03,Free,Active,0,0,No,No,2,11.92,Indie,Daily Mix,HiFi Audio,Mobile,5,9
4149,Japan,41,2023-05-25,Premium Family,Active,2,0,No,No,5,10.1,Reggae,Daily Mix,Concert Alerts,Tablet,5,5
43241,Japan,41,2018-12-22,Free,Active,0,0,No,No,4,12.13,Punk,Offline Mode,Better AI Recommendations,Desktop,7,8
43369,Turkey,31,2025-01-26,Premium Duo,Active,1,0,Yes,No,4,11.2,Electronic,Discover Weekly,Offline Party Mode,Smart Speaker,5,12
10860,Indonesia,53,2020-07-19,Free,Active,1,0,Yes,Yes,3,25.38,Rock,Offline Mode,Offline Party Mode,Desktop,8,6
45186,Norway,30,2020-04-26,Premium Duo,Active,1,0,Yes,No,5,7.43,Synthwave,Radio,Better AI Recommendations,Desktop,9,12
11406,South Korea,32,2021-07-01,Free,Active,1,0,Yes,No,3,10.49,Punk,Discover Weekly,Lyrics Translation,Car System,5,9
27078,South Korea,29,2023-04-05,Premium Individual,Active,2,0,Yes,Yes,4,12.24,Country,Playlists,Offline Party Mode,Desktop,6,6
29493,Sweden,25,2020-01-08,Student,Active,0,0,No,No,5,11.53,Ambient,Daily Mix,Offline Party Mode,Desktop,7,8
2446,Egypt,53,2020-04-16,Free,Inactive,4,1,No,No,3,10.44,Afrobeat,Radio,Offline Party Mode,Mobile,18,11
8154,Brazil,53,2024-07-03,Free,Active,1,0,No,No,3,9.28,Ambient,AI DJ,Mood-based Auto Playlists,Mobile,9,10
22065,Indonesia,31,2022-08-31,Premium Individual,Active,1,0,Yes,No,3,6.78,K-Pop,Daily Mix,Lyrics Translation,Mobile,5,10
36333,Egypt,53,2020-08-19,Premium Family,Active,1,0,No,No,4,18.87,Afrobeat,Playlists,HiFi Audio,Smart Speaker,10,8
46151,Nigeria,19,2024-02-23,Premium Duo,Active,1,0,No,No,4,10.06,Afrobeat,Radio,Vocal Remover,Smart Speaker,10,10
11743,Egypt,56,2021-10-21,Premium Family,Active,1,0,Yes,No,5,6.13,Pop,Radio,Concert Alerts,Desktop,5,15
32854,Canada,42,2019-02-26,Premium Individual,Active,0,0,No,No,4,6.21,Jazz,Offline Mode,AI DJ,Mobile,5,8
45573,France,23,2022-09-21,Free,Active,1,0,No,No,4,8.59,Pop,AI DJ,AI DJ,Desktop,6,10
6415,Netherlands,20,2025-02-14,Premium Individual,Active,0,0,Yes,No,5,6.56,Rock,AI DJ,Offline Party Mode,Tablet,2,9
37382,Brazil,24,2023-04-04,Premium Family,Active,2,0,No,No,4,15.6,Bollywood,Discover Weekly,Mood-based Auto Playlists,Desktop,5,9
37893,UK,60,2021-03-28,Premium Individual,Active,1,0,No,No,3,2.82,Country,Daily Mix,Offline Party Mode,Mobile,11,9
16130,Saudi Arabia,23,2022-07-21,Premium Individual,Active,0,0,No,No,5,10.46,Lo-fi,Playlists,Mood-based Auto Playlists,Desktop,11,11
23192,Japan,40,2020-08-28,Premium Individual,Active,5,1,No,No,4,13.33,Jazz,Discover Weekly,Offline Party Mode,Car System,7,5
46498,Thailand,34,2018-12-20,Premium Family,Active,2,0,No,No,2,6.34,Indie,Playlists,VR Concert Experience,Desktop,7,12
14639,Japan,47,2018-09-16,Free,Active,0,0,No,No,1,7.0,Folk,Playlists,Concert Alerts,Desktop,7,4
20354,Egypt,53,2020-12-19,Premium Duo,Active,0,0,No,No,3,9.93,Jazz,Offline Mode,Mood-based Auto Playlists,Desktop,12,14
24226,China,34,2024-08-31,Free,Inactive,4,1,No,No,4,7.04,Classical,AI DJ,Lyrics Translation,Tablet,8,14
30985,South Africa,38,2021-06-02,Free,Active,0,0,No,No,5,12.57,Rock,Lyrics,Vocal Remover,Tablet,3,14
15499,South Korea,22,2023-05-20,Free,Active,0,0,No,No,4,11.56,K-Pop,Discover Weekly,AI DJ,Desktop,9,7
21265,Turkey,56,2021-03-25,Premium Duo,Active,0,0,No,No,3,12.27,Rock,AI DJ,Offline Party Mode,Smart Speaker,7,10
9358,Russia,45,2023-11-03,Free,Inactive,4,1,No,No,5,9.06,Ambient,Lyrics,HiFi Audio,Smart Speaker,8,6
41446,Germany,36,2022-09-07,Free,Active,1,0,No,No,4,23.27,Classical,Radio,Offline Party Mode,Mobile,11,7
42188,France,55,2022-03-10,Premium Family,Active,1,0,No,No,3,9.03,Pop,Lyrics,HiFi Audio,Desktop,10,13
44100,Mexico,33,2020-06-28,Free,Inactive,3,1,No,No,5,12.94,Techno,Podcasts,AI DJ,Desktop,9,10
16848,Japan,43,2020-12-10,Student,Active,2,0,Yes,No,5,10.8,K-Pop,Podcasts,Mood-based Auto Playlists,Desktop,9,12
9235,Nigeria,43,2023-08-01,Free,Active,0,0,No,No,3,7.89,Blues,Playlists,Better AI Recommendations,Mobile,9,15
45837,Egypt,16,2023-06-16,Free,Active,0,0,No,No,4,9.47,Electronic,Podcasts,Offline Party Mode,Mobile,9,15
33775,Colombia,22,2022-05-18,Free,Inactive,5,1,No,No,1,8.07,J-Pop,Offline Mode,Mood-based Auto Playlists,Desktop,5,11
20143,South Korea,16,2024-01-31,Free,Active,0,0,Yes,Yes,4,8.71,R&B,Lyrics,Concert Alerts,Mobile,10,12
18939,Nigeria,39,2026-05-15,Premium Individual,Active,0,0,No,No,4,10.1,Classical,Radio,Music History Analytics,Tablet,7,5
21838,China,43,2023-11-13,Student,Active,0,0,No,No,4,6.37,Classical,Podcasts,AI DJ,Mobile,9,13
6747,Philippines,50,2021-10-28,Free,Active,0,0,Yes,No,3,7.92,K-Pop,AI DJ,Lyrics Translation,Desktop,8,12
26963,Brazil,51,2023-12-28,Premium Family,Active,1,0,Yes,No,2,9.79,Hip-Hop,Podcasts,Mood-based Auto Playlists,Desktop,10,8
47212,Saudi Arabia,49,2021-03-05,Free,Active,0,0,Yes,No,4,8.25,Hip-Hop,Discover Weekly,Lyrics Translation,Desktop,12,6
30123,South Africa,54,2023-11-11,Student,Inactive,3,1,No,No,3,17.67,Afrobeat,Daily Mix,Better AI Recommendations,Mobile,11,11
37603,Philippines,51,2024-10-10,Student,Active,2,0,No,No,5,8.37,Techno,Lyrics,Better AI Recommendations,Car System,6,12
8304,Germany,17,2020-12-18,Free,Active,0,0,Yes,No,3,3.69,Funk,Playlists,HiFi Audio,Mobile,8,8
40045,USA,39,2018-05-28,Premium Individual,Active,0,0,Yes,No,5,8.26,Pop,Offline Mode,Concert Alerts,Desktop,8,10
46627,Russia,33,2023-12-09,Premium Individual,Inactive,5,1,Yes,No,5,7.35,Afrobeat,Radio,Mood-based Auto Playlists,Car System,11,9
11014,Norway,26,2021-03-23,Premium Individual,Active,1,0,No,No,4,10.04,K-Pop,Discover Weekly,HiFi Audio,Desktop,17,7
29993,UK,56,2020-03-31,Premium Duo,Inactive,4,1,No,No,3,12.54,Pop,AI DJ,VR Concert Experience,Mobile,6,7
38410,Japan,55,2022-07-20,Free,Active,1,0,No,No,3,12.53,R&B,Offline Mode,Mood-based Auto Playlists,Smart Speaker,2,8
38103,Netherlands,37,2020-11-06,Free,Active,1,0,Yes,No,4,8.01,Jazz,AI DJ,Vocal Remover,Car System,9,15
35351,Netherlands,42,2018-05-03,Premium Individual,Active,1,0,No,No,5,6.75,Ambient,Podcasts,Offline Party Mode,Mobile,14,7
40690,Egypt,26,2025-03-28,Free,Active,0,0,No,No,4,0.0,Electronic,AI DJ,Offline Party Mode,Desktop,9,10
6102,Japan,25,2022-07-01,Free,Active,1,0,Yes,Yes,1,5.84,J-Pop,Lyrics,Mood-based Auto Playlists,Mobile,8,10
23620,Russia,59,2026-11-16,Free,Active,2,0,Yes,No,4,7.91,Classical,Radio,VR Concert Experience,Tablet,3,10
30926,Italy,38,2020-08-17,Premium Individual,Active,3,1,No,No,4,13.13,Ambient,Playlists,Mood-based Auto Playlists,Desktop,5,15
22676,Nigeria,46,2021-04-22,Free,Active,2,0,Yes,No,3,12.33,Synthwave,Daily Mix,Mood-based Auto Playlists,Smart Speaker,7,15
42097,Japan,30,2025-03-25,Free,Active,0,0,Yes,No,4,8.89,Ambient,AI DJ,VR Concert Experience,Smart Speaker,9,7
47528,Norway,41,2025-07-09,Premium Individual,Active,0,0,Yes,No,4,7.66,Afrobeat,AI DJ,Mood-based Auto Playlists,Tablet,9,13
31240,South Africa,44,2023-11-16,Premium Individual,Active,3,1,No,No,5,4.85,K-Pop,Daily Mix,Better AI Recommendations,Tablet,10,14
2555,France,46,2020-08-16,Student,Active,3,1,No,No,1,5.39,J-Pop,Discover Weekly,HiFi Audio,Mobile,7,8
49912,France,54,2018-03-21,Free,Active,2,0,No,No,4,10.91,Indie,Lyrics,Social Listening,Smart Speaker,13,17
29938,Brazil,21,2020-06-10,Free,Active,0,0,No,No,3,10.07,Punk,Discover Weekly,Lyrics Translation,Mobile,13,11
23813,Saudi Arabia,43,2024-11-27,Free,Active,0,0,No,No,5,12.93,Jazz,Radio,Lyrics Translation,Desktop,11,8
39278,Saudi Arabia,22,2026-02-21,Free,Inactive,4,1,Yes,No,3,11.13,R&B,Playlists,Concert Alerts,Tablet,12,8
33834,Indonesia,19,2021-05-08,Student,Inactive,4,1,Yes,No,5,14.2,Indie,Offline Mode,HiFi Audio,Smart Speaker,5,16
41214,Russia,55,2020-09-09,Premium Individual,Active,3,1,No,No,1,10.8,Country,Radio,Offline Party Mode,Desktop,7,15
4136,Egypt,35,2021-03-07,Premium Duo,Active,0,0,No,No,2,10.91,R&B,Offline Mode,AI DJ,Mobile,11,8
18709,Netherlands,25,2022-04-25,Free,Active,6,1,No,No,5,20.21,Pop,Daily Mix,Mood-based Auto Playlists,Desktop,5,12
8477,Saudi Arabia,30,2023-09-10,Free,Active,0,0,No,No,4,10.21,Indie,Lyrics,Music History Analytics,Mobile,3,6
38387,Egypt,59,2018-02-24,Premium Individual,Active,0,0,Yes,No,4,7.37,Hip-Hop,Podcasts,Vocal Remover,Desktop,6,8
28086,Turkey,32,2023-10-08,Premium Individual,Active,0,0,Yes,No,3,2.15,Bollywood,Discover Weekly,Concert Alerts,Desktop,8,11
47961,Thailand,58,2022-04-16,Premium Duo,Active,0,0,No,No,5,10.38,Punk,Daily Mix,Better AI Recommendations,Desktop,8,9
33973,Thailand,60,2022-04-25,Premium Individual,Active,2,0,No,No,5,9.25,Afrobeat,AI DJ,AI DJ,Mobile,7,11
40787,Egypt,60,2018-02-15,Premium Family,Active,0,0,Yes,Yes,2,10.87,Electronic,AI DJ,Collaborative Live Queues,Tablet,4,16
40821,Saudi Arabia,47,2018-01-23,Free,Active,2,0,Yes,No,3,9.91,Country,Daily Mix,Lyrics Translation,Desktop,10,10
31920,South Africa,42,2022-08-21,Premium Individual,Active,0,0,No,No,3,8.9,Jazz,Discover Weekly,VR Concert Experience,Mobile,4,8
6060,Indonesia,35,2025-01-29,Free,Inactive,4,1,No,No,4,4.0,Classical,Offline Mode,Better AI Recommendations,Mobile,9,8
31033,Russia,57,2022-08-02,Free,Active,1,0,No,No,3,14.05,Punk,Playlists,Vocal Remover,Mobile,11,8
20549,Netherlands,47,2021-08-20,Premium Individual,Active,0,0,No,No,3,11.77,R&B,Lyrics,Concert Alerts,Mobile,10,10
11517,Thailand,55,2020-04-27,Premium Individual,Active,3,1,No,No,3,12.32,Pop,Podcasts,Music History Analytics,Desktop,5,8
18643,Brazil,20,2023-04-08,Free,Active,2,0,Yes,No,3,12.6,Afrobeat,Playlists,HiFi Audio,Desktop,11,10
49935,Egypt,28,2026-05-12,Premium Individual,Inactive,5,1,No,No,5,12.2,Folk,Radio,VR Concert Experience,Mobile,10,15
42321,Nigeria,59,2024-03-07,Premium Individual,Active,2,0,No,No,5,17.88,Hip-Hop,Playlists,Vocal Remover,Car System,5,11
21512,Japan,19,2022-11-19,Premium Individual,Active,0,0,No,No,4,11.78,Bollywood,Podcasts,Vocal Remover,Tablet,4,13
1099,Australia,26,2018-11-04,Student,Active,0,0,No,No,4,9.18,Pop,Lyrics,AI DJ,Desktop,7,12
14657,Saudi Arabia,37,2020-12-03,Premium Individual,Active,1,0,Yes,No,5,13.63,Funk,Playlists,Concert Alerts,Desktop,9,9
41632,Thailand,40,2022-05-27,Free,Active,0,0,No,No,5,19.12,Electronic,AI DJ,AI DJ,Mobile,11,8
6196,Philippines,37,2023-08-26,Student,Active,0,0,Yes,No,2,14.25,R&B,Offline Mode,Better AI Recommendations,Desktop,8,17
5826,Japan,50,2021-11-23,Premium Individual,Active,0,0,No,No,1,4.42,Hip-Hop,AI DJ,Offline Party Mode,Desktop,9,9
7920,France,57,2020-07-05,Free,Active,2,0,No,No,4,5.99,Indie,Lyrics,VR Concert Experience,Desktop,7,11
27905,Norway,38,2023-09-16,Free,Active,1,0,No,No,4,12.08,Techno,AI DJ,AI DJ,Smart Speaker,15,6
47923,France,29,2021-09-14,Premium Individual,Active,1,0,No,No,3,11.92,K-Pop,Discover Weekly,Better AI Recommendations,Mobile,7,6
44794,UK,26,2023-02-22,Free,Active,1,0,No,No,5,13.27,Afrobeat,Radio,Better AI Recommendations,Desktop,9,18
23582,Sweden,58,2020-11-22,Premium Individual,Inactive,5,1,No,No,3,18.3,Lo-fi,AI DJ,Mood-based Auto Playlists,Smart Speaker,8,18
24930,Norway,24,2021-09-12,Free,Active,5,1,Yes,No,5,3.83,Rock,Radio,Concert Alerts,Mobile,10,10
20544,Netherlands,39,2020-04-13,Free,Active,1,0,No,No,4,11.84,Pop,Radio,Vocal Remover,Desktop,5,13
22214,Brazil,34,2025-06-23,Premium Individual,Active,7,1,Yes,No,5,7.66,Blues,Lyrics,Mood-based Auto Playlists,Desktop,5,3
24960,Netherlands,16,2020-07-11,Free,Active,1,0,No,No,3,12.87,Hip-Hop,Podcasts,Concert Alerts,Mobile,6,14
11849,Nigeria,53,2018-09-14,Free,Active,0,0,Yes,No,4,9.1,J-Pop,AI DJ,Offline Party Mode,Smart Speaker,6,10
29846,Thailand,52,2022-04-08,Free,Active,4,1,No,No,1,9.67,Lo-fi,Radio,HiFi Audio,Mobile,9,12
